Date,Value
2024-04-16,268.74
2024-04-17,218.5
2024-04-18,199.16
2024-04-19,437.26
2024-04-20,238.77
2024-04-21,370.52
2024-04-22,329.49
2024-04-23,162.23
2024-04-24,236.25
2024-04-25,213.49
2024-04-26,465.8
2024-04-27,358.86
2024-04-28,448.13
2024-04-29,378.77
2024-04-30,486.0
2024-05-01,123.45
2024-05-02,313.36
2024-05-03,250.65
2024-05-04,192.73
2024-05-05,404.8
2024-05-06,283.86
2024-05-07,160.88
2024-05-08,103.32
2024-05-09,412.68
2024-05-10,111.59
2024-05-11,174.57
2024-05-12,194.22
2024-05-13,348.56
2024-05-14,193.8
2024-05-15,173.62
2024-05-16,347.35
2024-05-17,281.06
2024-05-18,216.7
2024-05-19,457.8
2024-05-20,138.61
2024-05-21,229.99
2024-05-22,235.91
2024-05-23,455.32
2024-05-24,106.6
2024-05-25,472.29
2024-05-26,449.96
2024-05-27,428.06
2024-05-28,193.22
2024-05-29,470.36
2024-05-30,398.36
2024-05-31,320.71
2024-06-01,397.27
2024-06-02,422.4
2024-06-03,431.66
2024-06-04,414.52
2024-06-05,208.23
2024-06-06,492.47
2024-06-07,214.26
2024-06-08,269.7
2024-06-09,235.8
2024-06-10,442.12
2024-06-11,124.51
2024-06-12,490.7
2024-06-13,127.85
2024-06-14,476.27
2024-06-15,366.94
2024-06-16,271.42
2024-06-17,145.88
2024-06-18,239.7
2024-06-19,454.91
2024-06-20,431.3
2024-06-21,237.4
2024-06-22,461.9
2024-06-23,309.32
2024-06-24,495.87
2024-06-25,385.28
2024-06-26,433.35
2024-06-27,337.92
2024-06-28,207.24
2024-06-29,470.46
2024-06-30,182.48
2024-07-01,291.61
2024-07-02,274.89
2024-07-03,391.63
2024-07-04,293.9
2024-07-05,274.86
2024-07-06,123.64
2024-07-07,244.41
2024-07-08,415.09
2024-07-09,272.62
2024-07-10,155.6
2024-07-11,202.09
2024-07-12,414.67
2024-07-13,402.48
2024-07-14,318.28
2024-07-15,111.3
2024-07-16,314.12
2024-07-17,340.84
2024-07-18,358.13
2024-07-19,157.37
2024-07-20,284.73
2024-07-21,145.7
2024-07-22,432.27
2024-07-23,136.4
2024-07-24,458.91
2024-07-25,145.29
2024-07-26,358.65
2024-07-27,329.69
2024-07-28,280.15
2024-07-29,334.62
2024-07-30,345.9
2024-07-31,422.14
2024-08-01,303.97
2024-08-02,184.26
2024-08-03,145.81
2024-08-04,223.53
2024-08-05,487.69
2024-08-06,448.34
2024-08-07,350.17
2024-08-08,228.38
2024-08-09,498.12
2024-08-10,499.72
2024-08-11,459.07
2024-08-12,272.32
2024-08-13,242.17
2024-08-14,243.81
2024-08-15,366.56
2024-08-16,478.44
2024-08-17,268.16
2024-08-18,103.69
2024-08-19,203.2
2024-08-20,121.98
2024-08-21,319.82
2024-08-22,170.21
2024-08-23,342.5
2024-08-24,294.48
2024-08-25,283.95
2024-08-26,217.65
2024-08-27,464.41
2024-08-28,120.85
2024-08-29,414.95
2024-08-30,331.1
2024-08-31,444.01
2024-09-01,343.54
2024-09-02,341.61
2024-09-03,230.22
2024-09-04,281.53
2024-09-05,371.19
2024-09-06,352.92
2024-09-07,360.34
2024-09-08,439.52
2024-09-09,426.55
2024-09-10,291.62
2024-09-11,259.03
2024-09-12,160.69
2024-09-13,352.48
2024-09-14,293.36
2024-09-15,227.48
2024-09-16,371.14
2024-09-17,440.29
2024-09-18,261.48
2024-09-19,324.62
2024-09-20,373.4
2024-09-21,160.53
2024-09-22,434.04
2024-09-23,418.47
2024-09-24,129.9
2024-09-25,352.53
2024-09-26,115.72
2024-09-27,207.58
2024-09-28,382.54
2024-09-29,142.8
2024-09-30,313.49
2024-10-01,246.8
2024-10-02,497.54
2024-10-03,143.83
2024-10-04,272.06
2024-10-05,224.8
2024-10-06,276.07
2024-10-07,320.37
2024-10-08,135.49
2024-10-09,465.02
2024-10-10,278.26
2024-10-11,117.55
2024-10-12,487.28
2024-10-13,416.9
2024-10-14,365.25
2024-10-15,185.34
2024-10-16,114.07
2024-10-17,307.21
2024-10-18,374.85
2024-10-19,227.41
2024-10-20,345.73
2024-10-21,128.12
2024-10-22,200.05
2024-10-23,321.54
2024-10-24,305.47
2024-10-25,281.66
2024-10-26,287.74
2024-10-27,446.47
2024-10-28,434.26
2024-10-29,309.22
2024-10-30,411.18
2024-10-31,104.29
2024-11-01,306.11
2024-11-02,269.12
2024-11-03,262.78
2024-11-04,352.0
2024-11-05,465.11
2024-11-06,282.68
2024-11-07,499.43
2024-11-08,400.31
2024-11-09,197.94
2024-11-10,258.33
2024-11-11,378.13
2024-11-12,331.56
2024-11-13,434.88
2024-11-14,339.39
2024-11-15,219.57
2024-11-16,473.45
2024-11-17,474.22
2024-11-18,131.42
2024-11-19,249.95
2024-11-20,137.44
2024-11-21,213.3
2024-11-22,242.82
2024-11-23,373.44
2024-11-24,267.2
2024-11-25,325.23
2024-11-26,133.94
2024-11-27,367.54
2024-11-28,158.34
2024-11-29,294.63
2024-11-30,495.1
2024-12-01,252.53
2024-12-02,263.66
2024-12-03,116.78
2024-12-04,215.05
2024-12-05,469.64
2024-12-06,189.77
2024-12-07,447.88
2024-12-08,329.4
2024-12-09,375.31
2024-12-10,340.11
2024-12-11,244.87
2024-12-12,428.35
2024-12-13,273.92
2024-12-14,116.05
2024-12-15,442.64
2024-12-16,191.87
2024-12-17,386.97
2024-12-18,312.76
2024-12-19,161.62
2024-12-20,246.73
2024-12-21,344.34
2024-12-22,333.68
2024-12-23,146.38
2024-12-24,217.91
2024-12-25,468.92
2024-12-26,450.4
2024-12-27,158.48
2024-12-28,466.36
